sid,window_idx,label,label_name,win_start_s,win_end_s,art_frac,mean_hr,rmssd,sdnn,pnn50,scr_count,scr_max_amp,scr_energy,scr_epeak,scl_mean,scl_slope
2,11,1,baseline,330.0,390.0,0.15,75.64018249511719,208.44363403320312,192.5598602294922,0.6271186440677966,4.0,0.22937367856502533,0.9605092406272888,0.2401273101568222,1.1143633127212524,-0.006686153237332357
2,12,1,baseline,360.0,420.0,0.016666666666666666,72.4107894897461,177.4981231689453,177.9589385986328,0.4375,0.0,0.0,0.04006444662809372,0.0,0.889008641242981,-0.008442276941719758
2,13,1,baseline,390.0,450.0,0.0,73.07760620117188,139.1567840576172,162.80709838867188,0.38095238095238093,0.0,0.0,0.011042699217796326,0.0,0.7012036442756653,-0.004382763973517823
2,14,1,baseline,420.0,480.0,0.1,74.99542236328125,108.16363525390625,110.91181182861328,0.5079365079365079,0.0,0.0,0.028865965083241463,0.0,0.5802976489067078,-0.003792163366549033
2,15,1,baseline,450.0,510.0,0.15,78.10169219970703,155.79913330078125,142.16629028320312,0.6949152542372882,1.0,0.05931945890188217,0.04469328001141548,0.04469328001141548,0.5131092667579651,-0.0007599481460267846
2,16,1,baseline,480.0,540.0,0.05,76.75048065185547,148.60928344726562,157.3467559814453,0.6557377049180327,1.0,0.05931945890188217,0.03542046993970871,0.03542046993970871,0.5053799152374268,7.494467953538027e-05
2,17,1,baseline,510.0,570.0,0.0,73.27826690673828,86.31330871582031,106.324462890625,0.3939393939393939,0.0,0.0,0.01595257595181465,0.0,0.4811607301235199,-0.0015660499432726095
2,18,1,baseline,540.0,600.0,0.0,73.55059814453125,54.22900390625,65.36618041992188,0.30303030303030304,0.0,0.0,0.0007890294073149562,0.0,0.42332515120506287,-0.0021622134570986533
2,19,1,baseline,570.0,630.0,0.08333333333333333,74.4996566772461,140.98106384277344,137.90367126464844,0.5178571428571429,0.0,0.0,0.008038965985178947,0.0,0.37642696499824524,-0.001099507476642342
2,20,1,baseline,600.0,660.0,0.15,72.91139221191406,181.95159912109375,162.46482849121094,0.6226415094339622,0.0,0.0,0.01606631465256214,0.0,0.34528419375419617,-0.0011761496383350441
2,21,1,baseline,630.0,690.0,0.13333333333333333,75.1417007446289,150.39752197265625,131.0125274658203,0.5614035087719298,0.0,0.0,0.015935782343149185,0.0,0.30524972081184387,-0.00152876654422172
2,22,1,baseline,660.0,720.0,0.08333333333333333,75.26728057861328,149.97528076171875,126.49177551269531,0.5370370370370371,0.0,0.0,0.009819233790040016,0.0,0.2624618113040924,-0.0012510491855829697
2,23,1,baseline,690.0,750.0,0.016666666666666666,71.18572998046875,157.38768005371094,119.36734771728516,0.6153846153846154,0.0,0.0,0.003909113816916943,0.0,0.22721001505851746,-0.0010554312364848414
2,24,1,baseline,720.0,780.0,0.0,70.95521545410156,108.253173828125,85.14202880859375,0.4827586206896552,0.0,0.0,0.001534164766781032,0.0,0.19843269884586334,-0.0008705529193180386
2,25,1,baseline,750.0,810.0,0.06666666666666667,74.40394592285156,107.37472534179688,103.72640991210938,0.43103448275862066,0.0,0.0,0.0035065661650151014,0.0,0.17907999455928802,-0.00042524093721585165
2,26,1,baseline,780.0,840.0,0.06666666666666667,74.73240661621094,120.1729507446289,112.93362426757812,0.5084745762711864,0.0,0.0,0.0035979491658508778,0.0,0.1646726429462433,-0.0004840458289424418
2,27,1,baseline,810.0,870.0,0.0,70.4297866821289,79.29988098144531,73.55770111083984,0.4393939393939394,0.0,0.0,0.001310511608608067,0.0,0.1520601361989975,-0.00029683678068922803
2,28,1,baseline,840.0,900.0,0.0,70.2828598022461,65.06168365478516,56.21235275268555,0.38461538461538464,0.0,0.0,0.0016098374035209417,0.0,0.14461469650268555,-0.00018397179808322305
2,29,1,baseline,870.0,930.0,0.0,73.63480377197266,144.874755859375,115.66254425048828,0.5606060606060606,0.0,0.0,0.0009078664006665349,0.0,0.13423074781894684,-0.00046481554918857183
2,30,1,baseline,900.0,960.0,0.0,74.23760986328125,165.782470703125,139.93081665039062,0.5901639344262295,0.0,0.0,0.00068985007237643,0.0,0.12183315306901932,-0.00031599506724677424
2,31,1,baseline,930.0,990.0,0.0,72.9661865234375,112.3929443359375,111.20309448242188,0.46551724137931033,0.0,0.0,0.0006171255372464657,0.0,0.11275658756494522,-0.00028195505450412655
2,32,1,baseline,960.0,1020.0,0.0,71.61414337158203,125.3421859741211,104.33761596679688,0.5087719298245614,0.0,0.0,0.000409344385843724,0.0,0.1044612005352974,-0.0002635785543585809
